Product Name,Sentiment,Customer Review,Category,Abstractive Summary
Smart Table Lamp WiFi - Putih,Negative,"lampu ini sering error, wifi tidak stabil, kualitas buruk || Tidak sesuai deskripsi, merasa tertipu. || Kualitas buruk dan cepat rusak.",Electronics,"Table lamp ini sering error dan wifi tidak stabil, kualitasnya sangat buruk."
Smart Table Lamp WiFi - Putih,Positive,"cahaya terang, wifi stabil, desain elegan, pengiriman cepat, recommended || Desain elegan dan sangat fungsional. || Seller sangat responsif, pengiriman cepat dan aman.",Electronics,"Table lamp ini memiliki cahaya terang, wifi stabil, dan desain elegan. Pengiriman cepat dan sangat direkomendasikan."
Electric Slow Cooker 4L - Silver,Negative,"slow cooker ini cepat rusak, tutup bocor, kualitas buruk || Fungsi produk tidak berjalan dengan baik. || Barang datang tidak sesuai harapan, sangat mengecewakan.",Kitchen,"Slow cooker ini cepat rusak dan tutup bocor, kualitasnya sangat buruk."
Electric Slow Cooker 4L - Silver,Positive,"memasak merata, anti bocor, desain praktis, seller ramah, cepat sampai || Harga terjangkau, performa di atas ekspektasi. || Kemasan rapi dan produk sampai dalam kondisi baik.",Kitchen,"Slow cooker ini memasak merata, anti bocor, dan desain praktis. Seller ramah dan pengiriman cepat."
Smart Motion Detector - Putih,Negative,"detektor ini sering false alarm, kualitas buruk, kecewa || Tidak sesuai deskripsi, merasa tertipu. || Respon seller lambat dan tidak membantu.",Electronics,"Motion detector ini sering memberikan alarm palsu, kualitasnya sangat buruk."
Smart Motion Detector - Putih,Positive,"akurat, notifikasi cepat, desain kecil, pengiriman cepat, puas || Desain elegan dan sangat fungsional. || Seller sangat responsif, pengiriman cepat dan aman.",Electronics,"Motion detector ini akurat, notifikasi cepat, dan desain kecil. Pengiriman cepat dan memuaskan."
Wireless Bike Light - Hitam,Negative,"lampu ini redup, cepat rusak, kualitas buruk || Fungsi produk tidak berjalan dengan baik. || Barang datang tidak sesuai harapan, sangat mengecewakan.",Sports,"Bike light ini redup dan cepat rusak, kualitasnya sangat buruk."
Wireless Bike Light - Hitam,Positive,"cahaya terang, baterai tahan lama, desain simpel, seller responsif, cepat sampai || Harga terjangkau, performa di atas ekspektasi. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat.",Sports,"Bike light ini memiliki cahaya terang, baterai tahan lama, dan desain simpel. Seller responsif dan pengiriman cepat."
Smart Window Sensor WiFi - Putih,Negative,"sensor ini sering error, wifi tidak stabil, kualitas buruk || Tidak sesuai deskripsi, merasa tertipu. || Kualitas buruk dan cepat rusak.",Electronics,"Window sensor ini sering error dan wifi tidak stabil, kualitasnya sangat buruk."
Smart Window Sensor WiFi - Putih,Positive,"sensor akurat, wifi stabil, desain kecil, pengiriman cepat, recommended || Desain elegan dan sangat fungsional. || Seller sangat responsif, pengiriman cepat dan aman.",Electronics,"Window sensor ini memiliki sensor akurat, wifi stabil, dan desain kecil. Pengiriman cepat dan sangat direkomendasikan."
Electric Rice Cooker 1.8L - Putih,Negative,"rice cooker ini cepat rusak, nasi lengket, kualitas buruk || Fungsi produk tidak berjalan dengan baik. || Barang datang tidak sesuai harapan, sangat mengecewakan.",Kitchen,"Rice cooker ini cepat rusak dan nasi lengket, kualitasnya sangat buruk."
Electric Rice Cooker 1.8L - Putih,Positive,"nasi pulen, anti lengket, desain praktis, seller ramah, cepat sampai || Harga terjangkau, performa di atas ekspektasi. || Kemasan rapi dan produk sampai dalam kondisi baik.",Kitchen,"Rice cooker ini menghasilkan nasi pulen, anti lengket, dan desain praktis. Seller ramah dan pengiriman cepat."
Smart Air Quality Monitor - Putih,Negative,"monitor ini tidak akurat, sering error, kualitas buruk || Tidak sesuai deskripsi, merasa tertipu. || Respon seller lambat dan tidak membantu.",Electronics,"Air quality monitor ini tidak akurat dan sering error, kualitasnya sangat buruk."
Smart Air Quality Monitor - Putih,Positive,"akurat, mudah dibaca, desain modern, pengiriman cepat, puas || Desain elegan dan sangat fungsional. || Seller sangat responsif, pengiriman cepat dan aman.",Electronics,"Air quality monitor ini akurat, mudah dibaca, dan desain modern. Pengiriman cepat dan memuaskan."
Wireless Gaming Controller - RGB,Negative,"controller ini tombolnya macet, RGB cepat mati, kualitas buruk || Fungsi produk tidak berjalan dengan baik. || Barang datang tidak sesuai harapan, sangat mengecewakan.",Gaming,"Gaming controller ini memiliki tombol macet dan RGB cepat mati, kualitasnya sangat buruk."
Wireless Gaming Controller - RGB,Positive,"tombol responsif, RGB keren, desain ergonomis, seller responsif, cepat sampai || Harga terjangkau, performa di atas ekspektasi. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat.",Gaming,"Gaming controller ini memiliki tombol responsif, RGB keren, dan desain ergonomis. Seller responsif dan pengiriman cepat."
Smart Desk Lamp WiFi - Putih,Negative,"lampu ini sering error, wifi tidak stabil, kualitas buruk || Tidak sesuai deskripsi, merasa tertipu. || Kualitas buruk dan cepat rusak.",Electronics,"Desk lamp ini sering error dan wifi tidak stabil, kualitasnya sangat buruk."
Smart Desk Lamp WiFi - Putih,Positive,"cahaya terang, wifi stabil, desain elegan, pengiriman cepat, recommended || Desain elegan dan sangat fungsional. || Seller sangat responsif, pengiriman cepat dan aman.",Electronics,"Desk lamp ini memiliki cahaya terang, wifi stabil, dan desain elegan. Pengiriman cepat dan sangat direkomendasikan."
Electric Air Fryer 4L - Hitam,Negative,"air fryer ini cepat rusak, makanan tidak matang merata, kualitas buruk || Fungsi produk tidak berjalan dengan baik. || Barang datang tidak sesuai harapan, sangat mengecewakan.",Kitchen,"Air fryer ini cepat rusak dan makanan tidak matang merata, kualitasnya sangat buruk."
Electric Air Fryer 4L - Hitam,Positive,"matang merata, mudah digunakan, desain modern, seller ramah, cepat sampai || Harga terjangkau, performa di atas ekspektasi. || Kemasan rapi dan produk sampai dalam kondisi baik.",Kitchen,"Air fryer ini memasak merata, mudah digunakan, dan desain modern. Seller ramah dan pengiriman cepat."
Smart Temperature Sensor - Putih,Negative,"sensor ini tidak akurat, sering error, kualitas buruk || Tidak sesuai deskripsi, merasa tertipu. || Respon seller lambat dan tidak membantu.",Electronics,"Temperature sensor ini tidak akurat dan sering error, kualitasnya sangat buruk."
Smart Temperature Sensor - Putih,Positive,"akurat, notifikasi cepat, desain kecil, pengiriman cepat, puas || Desain elegan dan sangat fungsional. || Seller sangat responsif, pengiriman cepat dan aman.",Electronics,"Temperature sensor ini akurat, notifikasi cepat, dan desain kecil. Pengiriman cepat dan memuaskan."
Wireless Bike Helmet Light - Hitam,Negative,"lampu ini redup, cepat rusak, kualitas buruk || Fungsi produk tidak berjalan dengan baik. || Barang datang tidak sesuai harapan, sangat mengecewakan.",Sports,"Helmet light ini redup dan cepat rusak, kualitasnya sangat buruk."
Wireless Bike Helmet Light - Hitam,Positive,"cahaya terang, baterai tahan lama, desain simpel, seller responsif, cepat sampai || Harga terjangkau, performa di atas ekspektasi. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat.",Sports,"Helmet light ini memiliki cahaya terang, baterai tahan lama, dan desain simpel. Seller responsif dan pengiriman cepat."
Smart Garage Door Opener - Putih,Negative,"opener ini sering error, wifi tidak stabil, kualitas buruk || Tidak sesuai deskripsi, merasa tertipu. || Kualitas buruk dan cepat rusak.",Electronics,"Garage door opener ini sering error dan wifi tidak stabil, kualitasnya sangat buruk."
Smart Garage Door Opener - Putih,Positive,"mudah diatur, wifi stabil, desain praktis, pengiriman cepat, recommended || Desain elegan dan sangat fungsional. || Seller sangat responsif, pengiriman cepat dan aman.",Electronics,"Garage door opener ini mudah diatur, wifi stabil, dan desain praktis. Pengiriman cepat dan sangat direkomendasikan."
Electric Toaster Oven 12L - Silver,Negative,"toaster ini cepat rusak, panas tidak merata, kualitas buruk || Fungsi produk tidak berjalan dengan baik. || Barang datang tidak sesuai harapan, sangat mengecewakan.",Kitchen,"Toaster oven ini cepat rusak dan panas tidak merata, kualitasnya sangat buruk."
Electric Toaster Oven 12L - Silver,Positive,"panas merata, mudah digunakan, desain modern, seller ramah, cepat sampai || Harga terjangkau, performa di atas ekspektasi. || Kemasan rapi dan produk sampai dalam kondisi baik.",Kitchen,"Toaster oven ini panas merata, mudah digunakan, dan desain modern. Seller ramah dan pengiriman cepat."
Smart Humidity Sensor - Putih,Negative,"sensor ini tidak akurat, sering error, kualitas buruk || Tidak sesuai deskripsi, merasa tertipu. || Respon seller lambat dan tidak membantu.",Electronics,"Humidity sensor ini tidak akurat dan sering error, kualitasnya sangat buruk."
Smart Humidity Sensor - Putih,Positive,"akurat, notifikasi cepat, desain kecil, pengiriman cepat, puas || Desain elegan dan sangat fungsional. || Seller sangat responsif, pengiriman cepat dan aman.",Electronics,"Humidity sensor ini akurat, notifikasi cepat, dan desain kecil. Pengiriman cepat dan memuaskan."
Wireless Gaming Mouse - RGB,Negative,"mouse ini tombolnya macet, RGB cepat mati, kualitas buruk || Fungsi produk tidak berjalan dengan baik. || Barang datang tidak sesuai harapan, sangat mengecewakan.",Gaming,"Gaming mouse ini memiliki tombol macet dan RGB cepat mati, kualitasnya sangat buruk."
Wireless Gaming Mouse - RGB,Positive,"tombol responsif, RGB keren, desain ergonomis, seller responsif, cepat sampai || Harga terjangkau, performa di atas ekspektasi. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat.",Gaming,"Gaming mouse ini memiliki tombol responsif, RGB keren, dan desain ergonomis. Seller responsif dan pengiriman cepat."
Smart Floor Lamp WiFi - Putih,Negative,"lampu ini sering error, wifi tidak stabil, kualitas buruk || Tidak sesuai deskripsi, merasa tertipu. || Kualitas buruk dan cepat rusak.",Electronics,"Floor lamp ini sering error dan wifi tidak stabil, kualitasnya sangat buruk."
Smart Floor Lamp WiFi - Putih,Positive,"cahaya terang, wifi stabil, desain elegan, pengiriman cepat, recommended || Desain elegan dan sangat fungsional. || Seller sangat responsif, pengiriman cepat dan aman.",Electronics,"Floor lamp ini memiliki cahaya terang, wifi stabil, dan desain elegan. Pengiriman cepat dan sangat direkomendasikan."
Electric Food Steamer 5L - Putih,Negative,"steamer ini cepat rusak, uap tidak merata, kualitas buruk || Fungsi produk tidak berjalan dengan baik. || Barang datang tidak sesuai harapan, sangat mengecewakan.",Kitchen,"Food steamer ini cepat rusak dan uap tidak merata, kualitasnya sangat buruk."
Electric Food Steamer 5L - Putih,Positive,"uap merata, mudah digunakan, desain praktis, seller ramah, cepat sampai || Harga terjangkau, performa di atas ekspektasi. || Kemasan rapi dan produk sampai dalam kondisi baik.",Kitchen,"Food steamer ini menghasilkan uap merata, mudah digunakan, dan desain praktis. Seller ramah dan pengiriman cepat."
Smart Light Bulb WiFi - Putih,Negative,"lampu ini sering error, wifi tidak stabil, kualitas buruk || Tidak sesuai deskripsi, merasa tertipu. || Kualitas buruk dan cepat rusak.",Electronics,"Light bulb ini sering error dan wifi tidak stabil, kualitasnya sangat buruk."
1MORE Piston Buds Wireless Silicon Cover Protector - Putih,Positive,"bagus lah ini tombol nya anti kepencet sendiri karna kalau mau pause play mesti double tap beda sama yg under rban atau merk nkiakualitas bahan bagus harganya bersaing packing bagus kelengkapan sesuai barangnya bagus pengirimannya cepat cuma kekurangan agan satu ini yaitu terlalu baik dan ramah bahkan pengiriman di hari minggupun dijalankan tuhan memberkati sehat dan sukses selalu terima kasih saran dikasih logotulisan more di silikon nya terus untuk indikator charge dikasih lubang biar keliatan jelas ngecasngga overall puas sama barangnya || Barang sesuai deskripsi, sangat direkomendasikan. || Sangat puas dengan pelayanan dan kualitas produknya. || Kemasan rapi dan produk sampai dalam kondisi baik.",Gaming,"Pelindung silikon berkualitas tinggi yang nyaman digunakan, memberikan keamanan ekstra pada tombol dan cocok untuk penggunaan sehari-hari. Pengiriman cepat dan pelayanan seller sangat ramah membuat pengalaman belanja semakin menyenangkan."
2 in 1 Portable Mini Folding Hand Monopod Stand Tripod DSLR Camera,Negative,"sudah dtrima barusan ada cacat goresan jadi tidak mulus kesan spt bekas ketara _ _ tapi y sudahlh thanks kurang bagus buat kamera mirrorless masih goyang goyang unboxing barang setelah seminggu karena dari luar kota kecewa banget saya beli barang ditoko ini satu tripod ini satu lagi cover plastik anti air pas diunboxing ternyata yg dikirim cuma tripod aja cover plastiknya tidak ada emang harga murah tidak sebrapa tapi kualitas toko harusnya diutamakan tidak tau tidak teliti atau sengaja tidak dikirim yg pasti costumer sudah dirugikan waspada yg belanja online power negativege tidak ngejamin trust seller kecewa barang tdk lengkap tdk ada holder u mohon dipetiksa sbelumkirim anak saya nangis dan marah || Barang datang tidak sesuai harapan, sangat mengecewakan. || Tidak sesuai deskripsi, merasa tertipu. || Fungsi produk tidak berjalan dengan baik.",Camera,"Tripod ini tidak direkomendasikan karena terdapat banyak keluhan seperti cacat fisik, item tidak lengkap, serta tidak sesuai deskripsi. Kekecewaan pelanggan semakin diperparah dengan buruknya ketelitian penjual dan kurangnya kelengkapan produk."
"2 in 1 Portable Mini Folding Tripod for DSLR,GoPro,Xiaomi Yi",Negative,tidak ada rincian cara penggunaan nya tidak ada keterangan alat pendukung utk hp dan kamera jadi ngga ngerti saya klo di pake ke hp gmn caranya cara tinggiin tripod nya gimn || Kualitas buruk dan cepat rusak. || Proses retur ribet dan tidak ada kejelasan. || Fungsi produk tidak berjalan dengan baik.,Camera,"Produk mengecewakan karena minim petunjuk penggunaan dan fungsionalitas tidak berjalan baik. Banyak pengguna merasa bingung mengoperasikan tripod, dan kualitas bahan tidak memuaskan."
"2 in 1 Portable Mini Folding Tripod for DSLR,GoPro,Xiaomi Yi",Positive,"plastiknya cukup tebal desainnya keliatan cukup kokoh langsung dipakai utk zoom hape stabil mudahan awet sesuai dengan harga dan yg paling penting pelayanan cepat bagi saya yg dropshiper sangat terbantu terima kasih ka || Desain elegan dan sangat fungsional. || Harga terjangkau, performa di atas ekspektasi. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat.",Camera,"Tripod ini memiliki desain kokoh dan stabil, cocok untuk penggunaan kamera maupun HP. Pelayanan penjual cepat dan responsif, memberikan pengalaman belanja yang menyenangkan."
4Connect Bluetooth Audio Receiver Dongle with MP3 Player and FM Radio,Negative,"pengiriman cepet tapi qualitas barangnya jelek kekuatan baterai nya cuma bertahan menit klo dicas ada suara berdesis suara noise seperti saat sedang mencari saluran radio dan agak meletup sangat mengganggu padahal sedang berada pada mode bluetooth untuk mendengarkan musik bikin sakit telinga || Beli karena rating tinggi, ternyata mengecewakan. || Barang datang tidak sesuai harapan, sangat mengecewakan. || Tidak sesuai deskripsi, merasa tertipu.",Electronics,"Meskipun pengiriman cepat, banyak pelanggan kecewa dengan kualitas audio yang buruk dan baterai tidak tahan lama. Produk menghasilkan suara berisik dan tidak layak digunakan untuk mendengarkan musik."
ACER ASPIRE 3 SLIM A314-22 AMD 3020E 4GB 256GB SSD 14 OHS W10 RESMI - 14 HD 1366x768,Negative,"pelayanan toko sangat buruk saya order laptop disini dan setelah barangnya sampai laptop nya tidak mau nyala habis itu saya berusaha minta solusi dari seller awalnya seller masih mau respon seadanya tidak menawarkan solusi dan sangat lamban lalu karena mikir respondnya lama banget terpaksa saya ajukan komplain tapi setelah di komplain seller tidak pernah jawab diskusi ataupun respon kendalanya saya dicuekin selama hari sampai jangka waktu habis dan dana di refund kalau ada yg baca ulasan saya saya anjurkan utk order di toko lain jangan tergoda sama tittle official store nyata nya pelayanan toko tidak lebih baik dari merchant biasa harga juga tidak lebih murah || Packing asal-asalan, barang sampai dalam kondisi rusak. || Fungsi produk tidak berjalan dengan baik. || Layanan pelanggan buruk, tidak tanggap.",Computers and Laptops,"Layanan penjual sangat buruk, laptop tidak menyala sejak awal, dan seller tidak bertanggung jawab. Pengalaman pembeli sangat negatif karena tidak adanya solusi meskipun sudah melakukan komplain."
