text,sentiment
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
Semoga cocok ........................................,positive
Cokelat Almond -nya Dah Nyampe Fitting di Buka Cokelatnya yang Hampir Melelehkan Tp Gpp La Outsul Fuful Ngk So Devastated Mksi,negative
Ada 2 leher tinggi ganda,neutral
Saya kecewa .. Saya mnta ukurannya 38 sebagai gantinya 37 ... jangan muat sandal ..,negative
Tempel Cacbonmat Back Note7 Deviation tidak cocok,negative
Model DTG yang berbeda,neutral
"Pengiriman cepat, bagus.Pelayanan yang baik dari operator.",positive
Oke naman po sana case topi yung dengan lubang po ??,negative
Terima kasih barang dah sampai mudah -mudahan berfungsi dengan baik karena belum dipasang pengemasan kurang rapi pengiriman cepat keberhasilan penjualannya,positive
"Uda lama tidak mengirim kirim.Turn datang mala adalah ungu, tanpa konfirmasi.tidak bisa membaca ya ??Saya Kan memesan merah muda dan ungu!Harap hati -hati",positive
memberi saya warna yang berbeda dari apa yang saya pesan,neutral
respon cepat ramah dan memandu banget csnya enak untuk tanya  pengiriman cepat packing aman barang aman dan sesuai pesananmantap tks,positive
Paket rusak dan Anda membutuhkan koneksi yang stabil agar berfungsi,negative
Dapatkan sekarang pengiriman sabun yang cukup cepat ke bintang 3 akan kedaluwarsa.,neutral
Oke Lah Little Leak TP GPP,negative
Tidak ada tali pergelangan tangan terhadap tetes sebagai informasinya.NT TL Ask Shop tidak ditemukan.,negative
Tutup kotak korek api yang sedikit sulit.Secara kasar terlihat tidak terlalu relevan.konsisten dengan harga,negative
Standar Kualitas Produk,neutral
No 1 jersey minus ??,negative
Belum.pakai tapi pengiriman cepat.Paket yang rapi.itu hanya tutup yang disegel GA.Mudaah2an San yang cocok akan memesan lagi ????,positive
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Kerja kasus yang baik terlalu lama datang.,negative
"Sulit untuk dilemketkan ke keramik, tetapi keramik halus dan datar",negative
Produk yang rusak Tidak ada cek sebelum pengiriman ke pelanggan.,negative
"Tidak ada noda bajunya, jd kecil kotor",negative
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
"Ini adalah yang halus, karena kita harus membeli dari luar, hampir 500 cahaya yang serupa dalam warna, bentuk, seperti tampilan yang lembut tapi tahan lama dari solid sebelum saya mencoba meningkatkan skor saya.",positive
"Tidak ada noda bajunya, jd kecil kotor",negative
"Just sdikit perforated, tp gpp kok same sukak bhan bagt her,",neutral
"Kualitas produknya bagus, harganya cukup bagus.Penjual tidak ada tanggapan sama sekali, barang -barang lama dikirim.Saya akhirnya mengklik pembatalan yang diusulkan.Ternyata penjual menolak.Dan akhirnya barang baru dikirim 5 hari setelah pembayaran.Untungnya barang dengan cepat, terima kasih J&T",positive
Bubblenya sangat tipis ...,neutral
Jika kualitas produk asli Keliatannya (lihat YouTube) TP Periksa apakah nomor seri tidak valid,positive
Alhamdulillah valvular order trimaksih sya .. Like no other less dg WLO color .. hefty prices that much dah lah bsa dpt 2 d pkai sma misua Trimaksih smoga nnti coud Subscribed lgi,positive
Ada 2 leher tinggi ganda,neutral
Tidak buruk ... ternyata ukurannya lebih besar dari ukuran org indonesia pada umumnya,positive
"Tidak ada noda bajunya, jd kecil kotor",negative
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
"Sudah beberapa kali saya membeli kacamata di sini ... br d kurang puas kali ini, pegangan longgar banget.kl D digunakan tidak bisa lgsg jatuh.agak ngangkang sedikit membungkuk pasir sn dan kacamata pakaian tidak bisa lgsg sedikit gerakan akan jatuh Kacamatanya.padahal bgs gelas hanya untuk dob.",negative
"pakaian ukuran kecil, jika Anda memakai ukuran 2xl l lebih baik amik",positive
kelengkapan sesuai harganya bersaing harus dimodif casingnya biar bisa masuk ke ps2 seri 50006,positive
Perlu meningkatkan pengepakan ..,positive
"Ternyata ukurannya terlalu besar dan pelanggan saya mengeluh tapi untungnya masih dibenerin ,, i akalin i Kecelin k Artisan Jait dan masih Kepake",negative
Warna yang salah diterima tetapi penjual responsif dan bertobat tentang kesalahan mereka.,negative
Tidak bisa cocok dengan produknya adalah kualitasnya ok.,positive
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Dengan harga itu adalah barang yang terlalu mahal karena mereka harus menambahkan kawat yaa biarkan ga ambruknwkwkwkwk,neutral
kecilnya belokan,neutral
keren banget adminnya dibantuin dari awal sampai akhir hehe fast respon jugaini gamenya bisa semua yaa,positive
Kualitas Produk Harga bagus Kecepatan pengiriman produk bagus dengan baik,positive
Ehmm baik ya mungkin karena sn flashsale barang lama ini?Headset kiri mati :( GPP deh laba fs,negative
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
"Barang-barang tersebut dikirim dalam pesanan, tetapi salah satu T-shirt tidak sesuai dengan ukuran, Sy Ill Menegerti apakah penjual secara tidak sengaja mengirim produk yang rusak ATW belum pernah sebelumnya, ukuran yang sama M = 36 tetapi terlalu sempit dengan ukuran S. Harap sebelum barang-barang celup diperiksa terlebih dahulu.Terima kasih",negative
Kualitas produk sementara,neutral
Terima kasih Kak .. Kecepatan Serius Kedatangan .. suka jilbabnya ...,positive
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
Untuk memesan hanya tali pendek trs kurang rapi lg mohon lebih banyak pemangkasan jahitan,positive
Peras bau,neutral
"Ya Nyampe ,, seperti Bangettt Business dengan lancar maka tidak lagi pengiriman gratis yang sama ,, lebih banyak cinta",positive
kecilnya belokan,neutral
"Tidak satu sama lain dengan cara yang tidak baik ketika saya pertama kali mencapai urutan pembatalan (untuk memesan tambahan 2-3. Kirimkan), tetapi wanita itu tidak membatalkan, tidak apa-apa, karena saya sudah memilikinya.Ah, tapi tidak persis tutup",negative
Kualitas produk yang bagus.Produk aslinya.Harga produknya bagus.Kecepatan pengiriman bagus.,positive
Waktu pengiriman seperti yang diharapkan,neutral
Ya material tipis ..,positive
Kualitas produk harga bagus produk bagus respons penjual bagus,positive
Warnanya kurang cerah,positive
Kopernya salah tempat kecewa bertanya apa yang mengirim apa pun konfirmasi lagi,negative
"Gamis Dapet -nya yang sudah ada di Tengah2, terjebak di tengah, saya masih Busui, sangat sulit jika kemudian menggunakannya untuk anak saya untuk memberikan ASI ,, tolong sebelum dikirim untuk diperiksa terlebih dahulu, tidak hanya kekurangan kontrol kualitas yang baik di ritsleting saja (karena sangat penting untuk busui))",neutral
Retak Kaso yang dikemas dengan baik benar-benar terdengar. Nawawala Terkadang suara yang saya nyanyikan,neutral
informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s,negative
Standar Kualitas Produk Pengiriman Standar Gratis,positive
"Tidak pernah tahu Anda harus k, dikemas dengan hati -hati tidak pernah tahu Anda harus k, dengan hati -hati dikemas tidak pernah tahu Anda harus k, dikemas dengan hati -hati tidak pernah tahu Anda harus k, dengan hati -hati dikemas tidak pernah tahu Anda harus k, dikemas dengan hati -hati",positive
Tali ransel pendek,neutral
"Cukup bagus, Kirain yang bagus.Tapi Okelaahh Gaada rusak.Dan warnanya tidak saya sukai, karena anti Kecewe an ??",positive
alhamdulillah sampai cepat laptopnya bagus rada khawatir karena pas pertama nyalain muter di logo asus semalaman tapi syukurnya bisa nyala normal setelah reset windows,neutral
Menunggu lebih dari 14 hari tapi murah,neutral
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
"Hal -hal jelek, kirim warna secara acak sangat kecewa",negative
"Belum dicoba.Kata Benerin bukan untuk komputer laptop, tetapi untuk komputer.",neutral
Produknya..pelayanan fast response passable thks,positive
Oke Lah Little Leak TP GPP,negative
Standar Kualitas Produk,neutral
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
sangat presisi dan pas,positive
Barang asli .. pengemasan rapi .. pengiriman cepat ..,positive
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
Ada 2 leher tinggi ganda,neutral
kecilnya belokan,neutral
"waktu pengiriman cepat, bukan tes tetapi akan mencoba jika oki akan membeli di toko hidangan lainnya",neutral
Good Luck case tidak seimbang juga murah tetapi juga karena jadi penjualan nakaflash juga bisa .. bungkus gelembung dia tidak menggosok tidak hanya sama dengan yang usang itu,neutral
Sip ... Barang sudah tidak diadili ... semoga tahan lama terima kasih .... prinsipalnya josssssssssssssssss ...,positive
Respons Penjual yang Baik.,positive
Penjual Pengiriman Cepat dan Akomodatif..Petelan Produk DN Tepat .. Contoh untuk Anak -anak.,neutral
"Pengiriman cepat tapi sangat tipis bahan, nerawang dan jelek",negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Barang yang dikemas dengan baik dikirim segera tidak apa-apa, tetapi agak terlalu berair namun sangat kering di bibir.Saya harus menggunakan lipbalm di atas warna untuk membuatnya lebih baik",positive
"Barang -barang berbeda seperti Samsung default asli, yang mengilap Bawaanya mengkilap dan adaptor kabel, dan keras tidak kaya.TP GPP Fungsi penting itu.Dan penjual yang baik dan respons cepat.",positive
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
Manual tidak lengkap pero itu disampaikan dengan cepat meskipun ecq,neutral
Kirimkan saya pola ke lokasi barunya.,neutral
bagus cepat respon kondisi baik dan good seller,positive
Respons Penjual Standar,neutral
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
tdk sesuai ekspektasi,negative
Ada 2 leher tinggi ganda,neutral
Tdg ok..cm old TGU very kid smpai..2 jugak week smpai..but its beautiful white matter ok..tdg ok..kaler nila..kemas jugak ..,positive
"Tidak ada noda bajunya, jd kecil kotor",negative
barang tiba dengan baik packing sangat aman karena packing kayu meskipun terkendala dipengiriman lama karena pilih regular tapi tetep lama rasa kargo semoga manfaat,neutral
Sad Stock Bag 'Bgt Abis :( Saya ingin waktu memperbarui stoknya qty ya. Kirim tas lain beberapa item laba.,neutral
Sampul sudah rusak saat saya menerima item ??,negative
paket sudah diterima dalam kondisi aman lengkap dan tanpa cacat packing rapi dan aman pake bublewrap berfungsi normal ori masih segel dan harga bersahabat seller ok recomanded,positive
Item menerima TQ,neutral
Memesan yang akhirnya dikirim tidak ada barang yang tidak mengatakan bahwa masih menghitung kapal,negative
"Penyok barang, barang fungsi TP dengan benar, pengiriman produk standar",neutral
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,neutral
Kualitas barang yang baik Kecepatan dikirimkan Nilai bagus CP,positive
"Tidak ada noda bajunya, jd kecil kotor",negative
Cpt smpai .. bagus,neutral
"Tidak ada noda bajunya, jd kecil kotor",negative
Ritsleting tas yang indah rusak .. tapi masih bisa digunakan.,positive
"Pencahayaan tidak masalah karena.Sesuai dengan itu harganya.Saya membeli harga promo RM1.Lemnya tidak porsi kuat.Mengapa menambahkan lem sendiri.Casing longgar, dicabut berkali -kali.Hit lem juga.",negative
touchscreenya tidak fungsi saran aja sebelum dikasih ke konsumen ada baiknya di tes terlebih dahulu,negative
Menyesakan celana panjangnya terkoyak,negative
kecilnya belokan,neutral
Alhamdulillah sampai JG berakhir.Ya belum digantung bersama.Warna sesuai pesanan.,neutral
barang di kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis keciltp tetap di kirim tanpa di lapis apa pun dus kalau kena air bkl robel dan tembus,negative
Pengiriman luas (sangat bagus !!!) Harga produk di sini.,positive
Butuh beberapa menit sebelum kering. Sebenarnya sudah noda sudah sebelum mengering.Harga yang wajar,neutral
"Produk Kondisi bagus, harga yang besar.Lambaaaat Sangaaaaaat Penjual Respons.Jika kami meminta stok, respons cepat.Tetapi ketika barang sudah ada dalam pesan, pengemasan barang yang dilakukan tiga hari kemudian, ketika Sama² di Depok menggunakan gosend instan.Sudah mengobrol dengan Berkali² melalui aplikasi dan wa baru saja baca, balas GA",positive
kecilnya belokan,neutral
"Saya pikir Segegam Taunya yang agak besar, tetapi nama yang lumayan juga harga Flassale",neutral
"Waktu pengiriman yang cukup bagus, tekan, jendela jarak jauh tidak terbuka tetapi saya terlalu malas untuk berubah.",negative
Oke Lah Little Leak TP GPP,negative
Produk Asli Produk Asli Produk Asli Produk,positive
"Oke, Penjual Akomodatif Kualitas",positive
Mengirim dalam.Keadaan layu dan kecil.Harapan bisa diselamatkan.Kemasannya cukup bagus.,positive
gan ini gimana ya gorrilapod nya ga cocok sm kamera saya bahkan untuk bawaannya aja ga bisa masuk ga sesuai yang di gorillapod terlalu besar padahal saya sudah diskusi tanya apakah bisa untuk fuji xa3 dan agan jawab bisa ini kebesaran ga muat di lubangnya di lubang untuk jd tongsis hp pun ga bisa dipasang  barangnya bagus tapi ga sesuai dan gak bisa saya gunakan jadinya,negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
Kualitas baik -baik saja ... hanya lambt penghantaran ... oke ... tapi saya dr layanan yang tidak memuaskan,positive
Kualitas produk yang bagus kualitas produk bagus,positive
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
"Standar Kualitas Produk.Pengiriman cepat, mengemas lebih sedikit respons penjual yang baik.Terima kasih",positive
Standar Kualitas Produk,neutral
Bahan jelek,negative
Belum menerima penguasa.Karena penjual tidak mengirim.Keluhan akan diajukan.,positive
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
"Tidak ada noda bajunya, jd kecil kotor",negative
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
Open Source sekarang perlu diingat bahwa saya menyukainya panas.Krim akan kehilangannya.Layanan yang buruk dari operator.,negative
"Saya memiliki pengalaman buruk dengan penjual ini.Awas.Saya mengatakan kepada Penjual untuk mengemas dengan hati -hati barang tersebut, tetapi penjual tidak mengikuti.Item tersebut dikirimkan dengan banyak penyok, lipatan & goresan.Saya tidak mengembalikan uang pengiriman melalui LBC akan menelan biaya lebih banyak P150.Dari harga barang.Jangan beli dari penjual ini ..",negative
produk sesuai packing rapih minus di kurir instant yg udah pick up jam 11 siang tapi hilang bikin deg2an ntah kemana tanpa alasan begitu udah ajukan complain baru bis,neutral
Warnanya lebih gelap dari yang ada di foto.Kecepatan pengirimannya bagus.Respons Penjual yang Baik.Standar Kualitas Produk.,positive
Gelombang yang kurang terduga,neutral
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
"Brazier lalu berjalan, lalu hentikan.Apa yang terjadi kembali padaku?Berjalan di sekitar jam berhenti berjalan.Kualitas buruk",negative
Sedikit kecewa karena barang yang berbeda dengan pesanan pertama ??,negative
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
Barang salah arah TP sudah dikirim kembali dengan benar.thx,positive
"Kualitas produk yang sangat baik, kain yang sedikit mengkilap",positive
"Pengiriman sangat cepat tetapi sayangnya pengepakan yang sangat rapi, produk tidak dipakai jadi hanya kotak plastik yang dibungkus sehingga nilai penjualan yang lebih rendah",positive
Kualitas produk yang bagus,positive
cukup baik,positive
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian,negative
"Saya memiliki selotip adegan domba di sekitar kotak, mencabutnya.",neutral
